"math/0406376","Chris Hughes","C.P. Hughes and A. Nikeghbali","The zeros of random polynomials cluster uniformly near the unit circle","Corrects some typos and strengthens Theorem 7",,"10.1112/S0010437X07003302","AIM 2004-11","math.CV math.PR",,"  In this paper we deduce a universal result about the asymptotic distribution
of roots of random polynomials, which can be seen as a complement to an old and
famous result of Erdos and Turan. More precisely, given a sequence of random
polynomials, we show that, under some very general conditions, the roots tend
to cluster near the unit circle, and their angles are uniformly distributed.
The method we use is deterministic: in particular, we do not assume
independence or equidistribution of the coefficients of the polynomial.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 18:43:49 GMT""},{""version"":""v2"",""created"":""Wed, 15 Mar 2006 15:56:21 GMT""},{""version"":""v3"",""created"":""Sun, 3 Jun 2007 18:44:38 GMT""}]","2014-01-14"
"math/0406377","Karen Vogtmann","Allen Hatcher, Karen Vogtmann","Homology stability for outer automorphism groups of free groups","Published by Algebraic and Geometric Topology at
  http://www.maths.warwick.ac.uk/agt/AGTVol4/agt-4-54.abs.html","Algebr. Geom. Topol. 4 (2004) 1253-1272","10.2140/agt.2004.4.1253",,"math.GT",,"  We prove that the quotient map from Aut(F_n) to Out(F_n) induces an
isomorphism on homology in dimension i for n at least 2i+4. This corrects an
earlier proof by the first author and significantly improves the stability
range. In the course of the proof, we also prove homology stability for a
sequence of groups which are natural analogs of mapping class groups of
surfaces with punctures. In particular, this leads to a slight improvement on
the known stability range for Aut(F_n), showing that its i-th homology is
independent of n for n at least 2i+2.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 19:03:24 GMT""},{""version"":""v2"",""created"":""Wed, 29 Dec 2004 16:41:49 GMT""}]","2014-10-01"
"math/0406378","Seunghyun Seo","Hyuk Han, Seunghyun Seo","Combinatorial proofs of inverse relations and log-concavity for Bessel
  numbers","9 pages, 4 figures",,,,"math.CO",,"  Let the Bessel number of the second kind B(n,k) be the number of set
partitions of [n] into k blocks of size one or two, and let the Bessel number
of the first kind b(n,k) be a certain coefficient in n-th Bessel polynomial. In
this paper, we show that Bessel numbers satisfy two properties of Stirling
numbers: The two kinds of Bessel numbers are related by inverse formulas, and
both Bessel numbers of the first kind and the second kind form log-concave
sequences. By constructing sign-reversing involutions, we prove the inverse
formulas. We review Krattenthaler's injection for the log-concavity of Bessel
numbers of the second kind, and give a new explicit injection for the
log-concavity of signless Bessel numbers of the first kind.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 19:16:53 GMT""},{""version"":""v2"",""created"":""Sun, 20 Jun 2004 23:56:02 GMT""}]","2007-05-23"
"math/0406379","Biskup Marek","Marek Biskup","Graph diameter in long-range percolation","17 pages, extends the results of arXiv:math.PR/0304418 to graph
  diameter, substantially revised and corrected, added a result on volume
  growth asymptotic","Random Structures & Algorithms 39 (2011), no. 2, 210--227","10.1002/rsa.20349",,"math.PR math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the asymptotic growth of the diameter of a graph obtained by adding
sparse ""long"" edges to a square box in $\Z^d$. We focus on the cases when an
edge between $x$ and $y$ is added with probability decaying with the Euclidean
distance as $|x-y|^{-s+o(1)}$ when $|x-y|\to\infty$. For $s\in(d,2d)$ we show
that the graph diameter for the graph reduced to a box of side $L$ scales like
$(\log L)^{\Delta+o(1)}$ where $\Delta^{-1}:=\log_2(2d/s)$. In particular, the
diameter grows about as fast as the typical graph distance between two vertices
at distance $L$. We also show that a ball of radius $r$ in the intrinsic metric
on the (infinite) graph will roughly coincide with a ball of radius
$\exp\{r^{1/\Delta+o(1)}\}$ in the Euclidean metric.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 19:28:34 GMT""},{""version"":""v2"",""created"":""Thu, 29 Oct 2009 05:06:25 GMT""}]","2014-01-31"
"math/0406380","Tamas Hausel","Tamas Hausel","Mirror symmetry and Langlands duality in the non-Abelian Hodge theory of
  a curve","22 pages, minor clarifications",,,,"math.AG hep-th math.RT",,"  This is a survey of results and conjectures on mirror symmetry phenomena in
the non-Abelian Hodge theory of a curve. We start with the conjecture of
Hausel-Thaddeus which claims that certain Hodge numbers of moduli spaces of
flat SL(n,C) and PGL(n,C)-connections on a smooth projective algebraic curve
agree. We then change our point of view in the non-Abelian Hodge theory of the
curve, and concentrate on the SL(n,C) and PGL(n,C) character varieties of the
curve. Here we discuss a recent conjecture of Hausel-Rodriguez-Villegas which
claims, analogously to the above conjecture, that certain Hodge numbers of
these character varieties also agree. We explain that for Hodge numbers of
character varieties one can use arithmetic methods, and thus we end up
explicitly calculating, in terms of Verlinde-type formulas, the number of
representations of the fundamental group into the finite groups SL(n,F_q) and
PGL(n,F_q), by using the character tables of these finite groups of Lie type.
Finally we explain a conjecture which enhances the previous result, and gives a
simple formula for the mixed Hodge polynomials, and in particular for the
Poincare polynomials of these character varieties, and detail the relationship
to results of Hitchin, Gothen, Garsia-Haiman and Earl-Kirwan. One consequence
of this conjecture is a curious Poincare duality type of symmetry, which leads
to a conjecture, similar to Faber's conjecture on the moduli space of curves,
about a strong Hard Lefschetz theorem for the character variety, which can be
considered as a generalization of both the Alvis-Curtis duality in the
representation theory of finite groups of Lie type and a recent result of the
author on the quaternionic geometry of matroids.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 20:06:52 GMT""},{""version"":""v2"",""created"":""Thu, 24 Jun 2004 16:51:08 GMT""}]","2007-05-23"
"math/0406381","David Callan","David Callan","Two Bijections for Dyck Path Parameters","new title, generalized result, added references, 4 pages",,,,"math.CO",,"  Here we give two bijections, one to show that the number of UUU-free Dyck
n-paths is the Motzkin number M_n, the other to obtain the (known)
distributions of the parameters ""number of UDUs"" and ""number of DDUs"" on Dyck
n-paths. The first bijection is straightforward, the second not quite so
obvious.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 01:23:10 GMT""},{""version"":""v2"",""created"":""Tue, 20 Jul 2004 09:05:28 GMT""}]","2007-05-23"
"math/0406382","Anton Klyachko","Anton A. Klyachko","How to generalize known results on equations over groups","9 pages. V.4: minor corrections in the proof of the main theorem
  (p.5). Russian version of this paper is at
  http://mech.math.msu.su/department/algebra/staff/klyachko/papers.htm","Mathematical Notes, 2006, 79:3, 377-386. Translated from
  Matematicheskie Zametki, 2006, 79:3, 409-419","10.1007/s11006-006-0042-6",,"math.GR",,"  The known facts about solvability of equations over groups are considered
from a more general point of view. A generalized version of the theorem about
solvability of unimodular equations over torsion-free groups is proved. In a
special case, this generalized version become a multivariable variant of this
theorem. For unimodular equations over torsion free groups, we prove an
analogue of Magnus's Freiheitssatz, which asserts that there exists a solution
with good behavior with respect to free factors of the initial group.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 22:08:08 GMT""},{""version"":""v2"",""created"":""Sun, 3 Apr 2005 21:45:04 GMT""},{""version"":""v3"",""created"":""Fri, 26 Aug 2005 16:14:36 GMT""},{""version"":""v4"",""created"":""Thu, 12 Oct 2006 21:38:24 GMT""}]","2007-05-23"
"math/0406383","Laura Felicia Matusevich","Laura Felicia Matusevich and Ezra Miller and Uli Walther","Homological Methods for Hypergeometric Families",,,,,"math.AG math.AC",,"  We analyze the behavior of the holonomic rank in families of holonomic
systems over complex algebraic varieties by providing homological criteria for
rank-jumps in this general setting. Then we investigate rank-jump behavior for
hypergeometric systems H_A(\beta) arising from a d x n integer matrix A and a
parameter \beta \in \CC^d. To do so we introduce an Euler-Koszul functor for
hypergeometric families over \CC^d, whose homology generalizes the notion of a
hypergeometric system, and we prove a homology isomorphism with our general
homological construction above. We show that a parameter \beta is rank-jumping
for H_A(\beta) if and only if \beta lies in the Zariski closure of the set of
\ZZ^d-graded degrees \alpha where the local cohomology
\bigoplus_{i<d}H^i_\frakm(\CC[\NN A])_\alpha of the semigroup ring \CC[\NN A]
supported at its maximal graded ideal \frakm is nonzero. Consequently,
H_A(\beta) has no rank-jumps over \CC^d if and only if \CC[\NN A] is
Cohen-Macaulay of dimension d.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 22:28:16 GMT""},{""version"":""v2"",""created"":""Tue, 22 Jun 2004 06:32:18 GMT""}]","2007-05-23"
"math/0406384","Ravi Vakil","Mike Roth and Ravi Vakil","The affine stratification number and the moduli space of curves","17 pages, to appear in Proceedings of ""Workshop on algebraic
  structures and moduli spaces"", July 14-20, 2003, Centre de Recherches
  Mathematiques, Universite de Montreal",,,,"math.AG",,"  We define the affine stratification number asn X of a scheme X. For X
equidimensional, it is the minimal number k such that there is a stratification
of X by locally closed affine subschemes of codimension at most k. We show that
the affine stratification number is well-behaved, and bounds many aspects of
the topological complexity of the scheme, such as vanishing of cohomology
groups of quasicoherent, constructible, and l-adic sheaves. We explain how to
bound asn X in practice. We give a series of conjectures (the first by E.
Looijenga) bounding the affine stratification number of various moduli spaces
of pointed curves. For example, the philosophy of [GV, Theorem *] yields: the
moduli space of genus g, n-pointed complex curves of compact type (resp. with
""rational tails"") should have the homotopy type of a finite complex of
dimension at most 5g-6+2n (resp. 4g-5+2n). This investigation is based on work
and questions of Looijenga.
  One relevant example turns out to be a proper integral variety with no
embeddings in a smooth algebraic space. This one-paragraph construction appears
to be simpler and more elementary than the earlier examples, due to Horrocks
and Nori.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 01:15:24 GMT""}]","2007-05-23"
"math/0406385","Hagen Knaf","Hagen Knaf","Regular local algebras over a Pruefer domain: weak dimension and regular
  sequences","25 pages, 1 figure",,,,"math.AC",,"  A not necessarily noetherian local ring O is called regular if every finitely
generated ideal I of O possesses finite projective dimension. In the article
localizations O of a finitely presented, flat algebra A over a Pruefer domain R
at a prime q are investigated with respect to regularity: this property of O is
shown to be equivalent to the finiteness of the weak homological dimension
wdim(O). A formula to compute wdim(O) is provided. Furthermore regular
sequences within the maximal ideal M of O are studied: it is shown that
regularity of O implies the existence of a maximal regular sequence of length
wdim(O). If height(p) is finite, where p is the intersection of q with R, then
this sequence can be choosen such that the radical of the ideal generated by
the members of the sequence equals M. As a consequence it is proved that if O
is regular, then the (noetherian) factor ring O/pO is Cohen-Macaulay. If pR_p
is not finitely generated, then O/pO itself is regular.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 08:07:23 GMT""}]","2007-05-23"
"math/0406386","Igor Urbiha","Dragutin Svrtan, Igor Urbiha","Atiyah-Sutcliffe Conjectures for Almost Collinear Configurations and
  Some New Conjectures for Symmetric Functions","23 pages",,,,"math.AG",,"  In 2001 Sir M. F. Atiyah formulated a conjecture (C1) and later with P.
Sutcliffe two stronger conjectures (C2) and (C3). These conjectures, inspired
by physics (spin-statistics theorem of quantum mechanics), are geometrically
defined for any configuration of points in the Euclidean three space. The
conjecture (C1) is proved for n=3,4 and for general n only for some special
configurations (M. F. Atiyah, M. Eastwood and P. Norbury, D. Djokovic).
  In this paper we shall explain some new conjectures for symmetric functions
which imply (C2) and (C3) for almost collinear configurations. Computations up
to n=6 are performed with a help of Maple and J. Stembridge's package SF for
symmetric functions. For n=4 the conjectures (C2) and (C3) we have also
verified for some infinite families of tetrahedra. This is a joint work with I.
Urbiha.
  Finally we mention that by minimizing a geometrically defined energy,
figuring in these conjectures, one gets a connection to some complicated
physical theories, such as Skyrmions and Fullerenes.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 09:44:50 GMT""}]","2007-05-23"
"math/0406387","Georges Dloussky","G. Dloussky","On surfaces of class VII_0^+ with numerically anticanonical divisor","31 pages, revised version, statement of thm 3.44 corrected, proof not
  changed. Accepted in Am. J. of Math",,,,"math.CV math.DG",,"  We consider minimal compact complex surfaces S with Betti numbers b_1=1 and
n=b_2>0. A theorem of Donaldson gives n exceptional line bundles. We prove that
if in a deformation, these line bundles have sections, S is a degeneration of
blown-up Hopf surfaces. Besides, if there exists an integer m>0 and a flat line
bundle F such that -mK\otimes F has nontrivial sections, then S contains a
Global Spherical Shell. We apply this last result to complete classification of
bihermitian surfaces.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 14:59:09 GMT""},{""version"":""v2"",""created"":""Sun, 2 Jan 2005 10:25:59 GMT""},{""version"":""v3"",""created"":""Wed, 13 Apr 2005 15:21:50 GMT""}]","2007-05-23"
"math/0406388","Andrea Mori","Andrea Mori","Power series expansions of modular forms and their interpolation
  properties","45 pages. In this new version of the paper the restriction on the
  weight in the expansion principle in the quaternionic case has been removed.
  Also, the formula linking the square of the moment to the special value of
  the L-function has been greatly simplified and made much more explicit",,"10.1142/9789812709653_0006",,"math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let x be a CM point on a modular or Shimura curve and p a prime of good
reduction, split in the CM field K. We define an expansion of an holomorphic
modular form f in the p-adic neighborhood of x and show that the expansion
coefficients give information on the p-adic ring of definition of f. Also, we
show that letting x vary in its Galois orbit, the expansions coefficients allow
to construct a p-adic measure whose moments squared are essentially the values
at the centre of symmetry of L-functions of the automorphic representation
attached to f based-changed to K and twisted by a suitable family of
Grossencharakters for K.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 15:18:07 GMT""},{""version"":""v2"",""created"":""Tue, 28 Apr 2009 15:25:00 GMT""}]","2017-08-23"
"nlin/0406041","Kristian Motzek","Kristian Motzek, Friedemann Kaiser, Jos\'e R. Salgueiro, Yuri S.
  Kivshar and Cornelia Denz","Incoherent vector vortex-mode solitons in self-focusing nonlinear media",,,"10.1364/OL.29.002285",,"nlin.PS",,"  We suggest a novel type of composite spatial optical soliton created by a
coherent vortex beam guiding a partially incoherent light beam in a
self-focusing nonlinear medium. We show that the incoherence of the guided mode
may enhance, rather than suppress, the vortex azimuthal instability, and also
demonstrate strong destabilization of dipole-mode solitons by partially
incoherent light.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 16:28:18 GMT""}]","2009-11-10"
"nlin/0406042","Patricio Leboeuf","P. Leboeuf","Periodic orbit spectrum in terms of Ruelle--Pollicott resonances",,"Phys. Rev. E 69 (2004) 026204","10.1103/PhysRevE.69.026204",,"nlin.CD",,"  Fully chaotic Hamiltonian systems possess an infinite number of classical
solutions which are periodic, e.g. a trajectory ``p'' returns to its initial
conditions after some fixed time tau_p. Our aim is to investigate the spectrum
tau_1, tau_2, ... of periods of the periodic orbits. An explicit formula for
the density rho(tau) = sum_p delta (tau - tau_p) is derived in terms of the
eigenvalues of the classical evolution operator. The density is naturally
decomposed into a smooth part plus an interferent sum over oscillatory terms.
The frequencies of the oscillatory terms are given by the imaginary part of the
complex eigenvalues (Ruelle--Pollicott resonances). For large periods,
corrections to the well--known exponential growth of the smooth part of the
density are obtained. An alternative formula for rho(tau) in terms of the zeros
and poles of the Ruelle zeta function is also discussed. The results are
illustrated with the geodesic motion in billiards of constant negative
curvature. Connections with the statistical properties of the corresponding
quantum eigenvalues, random matrix theory and discrete maps are also
considered. In particular, a random matrix conjecture is proposed for the
eigenvalues of the classical evolution operator of chaotic billiards.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 16:52:47 GMT""}]","2009-11-10"
"nlin/0406043","Marcus Aguiar de","M.A.M. de Aguiar and Y. Bar-Yam","Spectral Analysis and the Dynamic Response of Complex Networks","4 pages 14 figures","Phys. Rev. E71 (2005) 16106","10.1103/PhysRevE.71.016106",,"nlin.AO q-bio.MN",,"  The eigenvalues and eigenvectors of the connectivity matrix of complex
networks contain information about its topology and its collective behavior. In
particular, the spectral density $\rho(\lambda)$ of this matrix reveals
important network characteristics: random networks follow Wigner's semicircular
law whereas scale-free networks exhibit a triangular distribution. In this
paper we show that the spectral density of hierarchical networks follow a very
different pattern, which can be used as a fingerprint of modularity. Of
particular importance is the value $\rho(0)$, related to the homeostatic
response of the network: it is maximum for random and scale free networks but
very small for hierarchical modular networks. It is also large for an actual
biological protein-protein interaction network, demonstrating that the current
leading model for such networks is not adequate.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 18:19:45 GMT""}]","2009-11-10"
"nlin/0406044","Fariel Shafee","Fariel Shafee","A New Nonextensive Entropy",,"IMA Journal of Applied Mathematics, Oct 2007","10.1093/imamat/hxm039",,"nlin.AO cond-mat.stat-mech",,"  We propose a new way of defining entropy of a system, which gives a general
form which may be nonextensive as Tsallis entropy, but is linearly dependent on
component entropies, like Renyi entropy, which is extensive. This entropy has a
conceptually novel but simple origin and is mathematically easy to define by a
very simple expression, though the probability distribution resulting from
optimizing it gives rather complex, which is compared numerically with the
other entropies. It may, therefore, appear as the right candidate in a physical
situation where the probability distribution does not suit any of the
previously defined forms.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 06:45:48 GMT""}]","2007-10-11"
"nucl-ex/0406020","Shinji Okada","S.Okada, S.Ajimura, K.Aoki, A.Banu, H.C.Bhang, T.Fukuda, O.Hashimoto,
  J.I.Hwang, S.Kameoka, B.H.Kang, E.H.Kim, J.H.Kim, M.J.Kim, T.Maruta, Y.Miura,
  Y.Miyake, T.Nagae, M.Nakamura, S.N.Nakamura, H.Noumi, Y.Okayasu, H.Outa,
  H.Park, P.K.Saha, Y.Sato, M.Sekimoto, T.Takahashi, H.Tamura, K.Tanida,
  A.Toyoda, K.Tsukada, T.Watanabe, H.J.Yim","Neutron and proton energy spectra from the non-mesonic weak decays of
  5_Lambda-He and 12_Lambda-C","13pages, 4figures, submitted to Physics Letters B","Phys.Lett. B597 (2004) 249-256","10.1016/j.physletb.2004.07.031",,"nucl-ex",,"  We have simultaneously measured the energy spectra of neutrons and protons
emitted in the non-mesonic weak decays of 5_Lambda-He and 12_Lambda-C
hypernuclei produced via the (pi^+,k^+) reaction with much higher statistics
over those of previous experiments. The neutron-to-proton yield ratios for both
hypernuclei at a high energy threshold (60 MeV) were approximately equal to
two, which suggests that the ratio of the neutron- and proton-induced decay
channels, Gn(Lambda n -> nn)/Gp(Lambda p -> np), is about 0.5. In the neutron
energy spectra, we found that the yield of the low-energy component is
unexpectedly large, even for 5_Lambda-He.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 18:03:27 GMT""}]","2009-11-10"
"nucl-th/0406065","Arnoldas Deltuva","A. Deltuva, L.P. Yuan, J. Adam Jr., P.U. Sauer","Three-body electrodisintegration of the three-nucleon bound state with
  ${\Delta}$-isobar excitation: Processes below pion-production threshold","12 pages, 11 figures, submitted to Phys. Rev. C","Phys.Rev.C70:034004,2004","10.1103/PhysRevC.70.034004",,"nucl-th",,"  Electron scattering from the three-nucleon bound state with two- and
three-body disintegration is described. The description uses the purely
nucleonic charge-dependent CD-Bonn potential and its coupled-channel extension
CD-Bonn + $\Delta$.
  Exact solutions of three-particle equations are employed for the initial and
final states of the reactions. The current has one-baryon and two-baryon
contributions and couples nucleonic with $\Delta$-isobar channels.
$\Delta$-isobar effects on the observables are isolated. The $\Delta$-isobar
excitation yields an effective three-nucleon force and effective two- and
three-nucleon currents beside other $\Delta$-isobar effects; they are mutually
consistent.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 23:07:11 GMT""}]","2011-07-19"
"physics/0406085","M. Hossein Partovi","M. Hossein Partovi and Eliza J. Morris","Electrodynamics of a Magnet Moving through a Conducting Pipe","20 pages, 3 figures; computer program posted to
  http://www.csus.edu/indiv/p/partovimh/magpipedrag.nb Submitted to the
  Canadian Journal of Physics","Can. J. Phys. 84, 253 (2006)","10.1139/P06-065",,"physics.class-ph physics.ed-ph",,"  The popular demonstration involving a permanent magnet falling through a
conducting pipe is treated as an axially symmetric boundary value problem.
Specifically, Maxwell's equations are solved for an axially symmetric magnet
moving coaxially inside an infinitely long, conducting cylindrical shell of
arbitrary thickness at nonrelativistic speeds. Analytic solutions for the
fields are developed and used to derive the resulting drag force acting on the
magnet in integral form. This treatment represents a significant improvement
over existing models which idealize the problem as a point dipole moving slowly
inside a pipe of negligible thickness. It also provides a rigorous study of
eddy currents under a broad range of conditions, and can be used for precision
magnetic braking applications. The case of a uniformly magnetized cylindrical
magnet is considered in detail, and a comprehensive analytical and numerical
study of the properties of the drag force is presented for this geometry.
Various limiting cases of interest involving the shape and speed of the magnet
and the full range of conductivity and magnetic behavior of the pipe material
are investigated and corresponding asymptotic formulas are developed.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 18:32:43 GMT""},{""version"":""v2"",""created"":""Wed, 6 Jul 2005 23:50:00 GMT""}]","2009-11-10"
"physics/0406086","Ioannis Sideris","Ioannis V. Sideris and Courtlandt L. Bohn","Production of Enhanced Beam Halos via Collective Modes and Colored Noise","For full resolution pictures please go to
  http://www.nicadd.niu.edu/research/beams/","Phys.Rev.ST Accel.Beams 7 (2004) 104202","10.1103/PhysRevSTAB.7.104202",,"physics.acc-ph",,"  We investigate how collective modes and colored noise conspire to produce a
beam halo with much larger amplitude than could be generated by either
phenomenon separately. The collective modes are lowest-order radial eigenmodes
calculated self-consistently for a configuration corresponding to a
direct-current, cylindrically symmetric, warm-fluid Kapchinskij-Vladimirskij
equilibrium. The colored noise arises from unavoidable machine errors and
influences the internal space-charge force. Its presence quickly launches
statistically rare particles to ever-growing amplitudes by continually kicking
them back into phase with the collective-mode oscillations. The halo amplitude
is essentially the same for purely radial orbits as for orbits that are
initially purely azimuthal; orbital angular momentum has no statistically
significant impact. Factors that do have an impact include the amplitudes of
the collective modes and the strength and autocorrelation time of the colored
noise. The underlying dynamics ensues because the noise breaks the
Kolmogorov-Arnol'd-Moser tori that otherwise would confine the beam. These tori
are fragile; even very weak noise will eventually break them, though the time
scale for their disintegration depends on the noise strength. Both collective
modes and noise are therefore centrally important to the dynamics of halo
formation in real beams.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 19:57:21 GMT""},{""version"":""v2"",""created"":""Tue, 3 Aug 2004 18:37:04 GMT""}]","2009-11-10"
"physics/0406087","Randall D. Peters","Randall D. Peters","Spreadsheet Filtering by FFT Gaussian-based Convolution","12 pages, 6 figures",,,,"physics.gen-ph",,"  Filtering of digital signals is accomplished on an Excel spreadsheet using
fast Fourier transform (FFT) convolution in which the kernel is either a
Gaussian or a cosine modulated Gaussian. Pedagogical examples of low-pass and
band-pass filtering are provided, and the practical value of the spreadsheet is
illustrated with some cases involving an earthquake record generated by a
folded pendulum seismometer.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 20:56:21 GMT""}]","2007-05-23"
"physics/0406088","Jens Lykke Sorensen","M. Drewsen, A. Mortensen, R. Martinussen, P. Staanum, and J. L.
  S{\o}rensen","Non-Destructive Identification of Cold and Extremely Localized Single
  Molecular Ions",,,"10.1103/PhysRevLett.93.243201",,"physics.chem-ph",,"  A simple and non-destructive method for identification of a single molecular
ion sympathetically cooled by a single laser cooled atomic ion in a linear Paul
trap is demonstrated. The technique is based on a precise determination of the
molecular ion mass through a measurement of the eigenfrequency of a common
motional mode of the two ions. The demonstrated mass resolution is sufficiently
high that a particular molecular ion species can be distinguished from other
equally charged atomic or molecular ions having the same total number of
nucleons.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 21:47:46 GMT""}]","2009-11-10"
"physics/0406091","Tiziana Di Matteo","T. Di Matteo, T. Aste, M. Gallegati","Innovation flow through social networks: Productivity distribution","14 pages, 4 figures, submitted to Phys. Rev. E","The European Physical Journal B 47 (2005) 459-466","10.1140/epjb/e2005-00332-y",,"physics.soc-ph cond-mat.stat-mech physics.gen-ph",,"  A detailed empirical analysis of the productivity of non financial firms
across several countries and years shows that productivity follows a
non-Gaussian distribution with power law tails. We demonstrate that these
empirical findings can be interpreted as consequence of a mechanism of
exchanges in a social network where firms improve their productivity by direct
innovation or/and by imitation of other firm's technological and organizational
solutions. The type of network-connectivity determines how fast and how
efficiently information can diffuse and how quickly innovation will permeate or
behaviors will be imitated. From a model for innovation flow through a complex
network we obtain that the expectation values of the productivity level are
proportional to the connectivity of the network of links between firms. The
comparison with the empirical distributions reveals that such a network must be
of a scale-free type with a power-law degree distribution in the large
connectivity range.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 08:13:47 GMT""}]","2009-11-10"
"physics/0406092","Edward M. Drobyshevski","E. M. Drobyshevski","Discovery of Daemons Makes Power Generation by Daemon-Assisted Catalysis
  of Light Nuclei Fusion in a Ball Lightning a Reality","6 pages, 1 figure, included in a program of The 8th Intnl. Symposium
  on Ball Lightning (ISBL04) (Taiwan, 3-6 August, 2004)",,,,"physics.gen-ph",,"  In 1997, we proposed a model of the ball lightning (BL) whose activity is
accounted for by energy release in the fusion of light nuclei, most probably,
carbon in organic fibers (Proc. ISBL 97, p.157). The fusion is provided by
catalytic action of superheavy negative particles making up the Galactic Dark
Matter. We called them DArk Electric Matter Objects, or daemons. The daemons
are assumed to be elementary black holes (M ~ 10^-5 g) carrying a charge of up
to Ze = 10e. Experiments have culminated in 2000 by the discovery of daemons.
We used the two-screen scintillation technique with a scintillator ZnS(Ag).
Measurements showed the daemon flux striking the Earth to be ~10^-9 cm^-2s^-1
for an object velocity of as low as ~<10-30 km/s. The half-year periodicity of
the flux was revealed, which can be assigned to daemons being captured into
helio- and geocentric orbits as the Solar system moves through the DM
background (see astro-ph/0402367). The next step in creating a daemon-mediated
BL to achieve controlled energy generation through catalytic fusion of carbon
nuclei will be a search for methods of capture and stable holding of a daemon,
which could involve the use of the tip of a carbon fiber, as it apparently
occurs in nature.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 12:40:10 GMT""}]","2007-05-23"
"q-bio/0406040","Yamir Moreno Vega","Jesus Gomez-Gardenes, Yamir Moreno, and Luis M. Floria","Michaelis-Menten Dynamics in Complex Heterogeneous Networks","Paper enlarged and modified, including the title. Some problems with
  the pdf were detected in the past. If they persist, please ask for the pdf by
  e-mailing yamir(at_no_spam)unizar.es. Version to appear in Physica A","Physica A, 352, 265-81 (2005)","10.1016/j.physa.2005.01.016",,"q-bio.MN cond-mat.stat-mech",,"  Biological networks have been recently found to exhibit many topological
properties of the so-called complex networks. It has been reported that they
are, in general, both highly skewed and directed. In this paper, we report on
the dynamics of a Michaelis-Menten like model when the topological features of
the underlying network resemble those of real biological networks.
Specifically, instead of using a random graph topology, we deal with a complex
heterogeneous network characterized by a power-law degree distribution coupled
to a continuous dynamics for each network's component. The dynamics of the
model is very rich and stationary, periodic and chaotic states are observed
upon variation of the model's parameters. We characterize these states
numerically and report on several quantities such as the system's phase diagram
and size distributions of clusters of stationary, periodic and chaotic nodes.
The results are discussed in view of recent debate about the ubiquity of
complex networks in nature and on the basis of several biological processes
that can be well described by the dynamics studied.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 20:07:13 GMT""},{""version"":""v2"",""created"":""Wed, 23 Jun 2004 15:35:02 GMT""},{""version"":""v3"",""created"":""Mon, 31 Jan 2005 18:01:21 GMT""}]","2007-05-23"
"quant-ph/0406133","Alexandra Olaya-Castro","Alexandra Olaya-Castro and Neil F. Johnson (Centre for Quantum
  Computation, Department of Physics, University of Oxford, U.K.)","Quantum Information Processing in Nanostructures","36 pages, 9 figures. Review article to appear in ""Handbook of
  Theoretical and Computational Nanotechnology""",,,,"quant-ph cond-mat.mes-hall",,"  Semiconductor quantum dots integrated with ultrafast spectroscopy technology
are prime candidates for building scalable architectures for Quantum
Information Processing. In this review paper we survey the current state of
theoretical proposals concerning all-optical control of nanostructure qubits
and their interactions. These schemes offer potential for ultrafast optical
manipulation of quantum information in time scales within the coherence time.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 16:24:02 GMT""}]","2007-05-23"
